,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference
66,2005-03-30 19:52:42,1112241162.0,abc,0.291,55.44,-2.75390282407,1181.410034,14.2817078406,-17.0356106647
67,2005-05-26 01:50:44,1117097444.0,abc,0.23,65.93,15.6463778285,1197.619995,15.8497510887,-0.203373260287
68,2005-12-04 08:46:13,1133714773.0,abc,0.223,79.46,39.3790563059,1264.670044,22.3357245357,17.0433317702
69,2007-02-20 06:12:02,1171980722.0,abc,0.308,54.9,-3.70110506929,1459.680054,41.1996890759,-44.9007941452
70,2007-04-05 16:11:07,1175814667.0,abc,0.308,53.94,-5.3850201719,1443.76001,39.65969046,-45.0447106319
71,2008-01-23 20:34:05,1201149245.0,abc,0.396,45.55,-20.1017365374,1338.599976,29.4872118656,-49.588948403
72,2011-07-08 00:04:15,1310108655.0,abc,42.86,43.05,-24.4869321172,1343.800049,29.9902321601,-54.4771642773
73,2012-02-28 18:01:38,1330480898.0,abc,66.41,43.05,-24.4869321172,1372.180054,32.7355240965,-57.2224562137
74,2013-04-25 01:02:00,1366876920.0,abc,59.73,43.05,-24.4869321172,1585.160034,53.3377833882,-77.8247155054
75,2004-09-20 13:31:02,1095712262.0,abt,0.543,42.92,0.0,1122.199951,0.0,0.0
76,2004-10-23 22:48:08,1098596888.0,abt,0.543,40.86,-4.79962721342,1103.660034,-1.65210459896,-3.14752261446
77,2005-01-25 12:44:11,1106685851.0,abt,0.508,45.93,7.01304753029,1168.410034,4.11781188894,2.89523564135
78,2005-02-28 19:21:54,1109647314.0,abt,0.508,45.61,6.26747437092,1203.599976,7.25361152685,-0.986137155924
79,2006-06-17 18:01:01,1150592461.0,abt,0.436,42.78,-0.326188257223,1230.040039,9.60970350283,-9.93589176005
80,2006-07-18 12:32:14,1153251134.0,abt,0.436,44.48,3.63466915191,1236.859985,10.217433524,-6.58276437211
81,2007-01-13 21:19:42,1168751982.0,abt,0.604,50.45,17.5442684063,1414.849976,26.0782425395,-8.53397413317
82,2007-03-23 02:47:40,1174643260.0,abt,0.883,54.5,26.9804287046,1436.109985,27.9727363845,-0.992307679914
83,2007-04-10 20:13:09,1176261189.0,abt,0.883,57.11,33.0615097856,1448.390015,29.0670182002,3.99449158543
84,2007-06-03 02:36:35,1180863395.0,abt,0.871,56.3,31.174277726,1530.619995,36.3945875809,-5.22030985494
85,2008-01-23 23:41:45,1201160505.0,abt,0.784,57.97,35.0652376514,1338.599976,19.2835532391,15.7816844124
86,2008-04-28 03:46:55,1209379615.0,abt,0.687,51.28,19.4780987884,1396.369995,24.4314788782,-4.95338008978
87,2008-10-23 21:57:42,1224824262.0,abt,0.732,55.02,28.1919850885,908.109985,-19.0777023123,47.2696874008
88,2008-12-25 05:30:56,1230211856.0,abt,0.546,52.65,22.670083877,871.630005,-22.3284581127,44.9985419897
89,2011-08-05 04:11:33,1312542693.0,abt,76.17,48.77,13.6300093197,1199.380005,6.8775670442,6.75244227546
90,2011-09-02 09:24:27,1314980667.0,abt,68.83,51.94,21.0158434296,1173.969971,4.61326165216,16.4025817775
91,2011-11-02 06:21:21,1320240081.0,abt,68.83,52.76,22.9263746505,1237.900024,10.3101121059,12.6162625447
92,2012-01-01 23:13:40,1325488420.0,abt,67.73,56.23,31.0111835974,1263.02002,12.5485720147,18.4626115827
93,2012-03-02 20:56:30,1330750590.0,abt,62.85,56.23,31.0111835974,1369.630005,22.0486602035,8.96252339388
94,2012-03-30 05:44:15,1333111455.0,abt,62.85,56.23,31.0111835974,1408.469971,25.5097159597,5.50146763769
95,2013-05-08 18:10:02,1368061802.0,abt,76.36,56.23,31.0111835974,1632.689941,45.4901098102,-14.4789262128
96,2013-08-18 07:12:45,1376835165.0,abt,35.38,56.23,31.0111835974,1661.319946,48.0413490055,-17.0301654082
97,2004-08-16 22:53:27,1092722007.0,ace,0.26,39.1,0.0,1079.339966,0.0,0.0
98,2004-10-10 11:27:42,1097432862.0,ace,0.26,41.04,4.96163682864,1130.650024,4.7538365683,0.207800260343
99,2005-01-13 13:27:29,1105651649.0,ace,0.21,42.76,9.36061381074,1177.449951,9.08981304228,0.270800768462
100,2007-02-20 18:32:05,1172025125.0,ace,0.171,58.6,49.8721227621,1459.680054,35.2382103861,14.6339123761
101,2007-04-05 15:54:06,1175813646.0,ace,0.171,57.24,46.3938618926,1443.76001,33.7632308151,12.6306310775
102,2008-01-23 21:48:58,1201153738.0,ace,0.154,59.98,53.4015345269,1338.599976,24.020236271,29.3812982559
103,2010-12-07 07:29:30,1291735770.0,ace,23.09,59.06,51.0485933504,1223.75,13.3794762122,37.6691171382
104,2011-08-11 20:49:00,1313120940.0,ace,27.7,63.42,62.199488491,1172.640015,8.64417625021,53.5553122408
105,2013-04-23 04:24:03,1366716243.0,ace,24.94,63.42,62.199488491,1578.780029,46.2727295137,15.9267589774
106,2013-05-16 15:08:57,1368742137.0,ace,27.94,63.42,62.199488491,1650.469971,52.9147463256,9.28474216542
107,2003-12-15 23:12:24,1071558744.0,aci,1.074,30.78,0.0,1068.040039,0.0,0.0
108,2005-01-24 04:33:07,1106569987.0,aci,1.18,34.52,12.1507472385,1163.75,8.96127087985,3.18947635862
109,2005-02-05 03:36:51,1107603411.0,aci,1.18,38.4,24.7563352827,1193.189941,11.7177163243,13.0386189583
110,2005-03-30 06:50:28,1112194228.0,aci,0.936,41.15,33.6907082521,1181.410034,10.6147701266,23.0759381255
111,2006-05-24 04:17:01,1148469421.0,aci,0.854,46.39,50.7147498376,1258.569946,17.8392101459,32.8755396916
112,2007-03-11 21:41:07,1173674467.0,aci,0.86,30.08,-2.27420402859,1401.890015,31.2581891885,-33.5323932171
113,2007-04-07 18:52:27,1175997147.0,aci,0.86,33.93,10.2339181287,1439.369995,34.7674190518,-24.5335009231
114,2008-03-02 17:50:27,1204509027.0,aci,0.851,51.09,65.9844054581,1367.680054,28.0551294014,37.9292760567
115,2008-06-05 02:23:56,1212657836.0,aci,0.899,67.52,119.363222872,1404.050049,31.4604319811,87.9027908909
116,2008-10-08 20:51:28,1223524288.0,aci,0.772,25.11,-18.4210526316,984.940002,-7.78061064806,-10.6404419835
117,2008-12-05 05:35:57,1228484157.0,aci,0.767,11.93,-61.241065627,876.070007,-17.9740482557,-43.2670173713
118,2011-08-18 01:16:41,1313655401.0,aci,118.77,19.7,-35.9974009097,1140.650024,6.79843286287,-42.7958337726
119,2012-07-26 21:31:10,1343363470.0,aci,113.56,19.7,-35.9974009097,1360.02002,27.3379246412,-63.3353255509
120,2012-11-04 10:32:06,1352053926.0,aci,144.73,19.7,-35.9974009097,1427.589966,33.6644614313,-69.661862341
121,2013-04-23 05:25:15,1366719915.0,aci,179.32,19.7,-35.9974009097,1578.780029,47.8203036731,-83.8177045828
122,2013-04-25 06:05:53,1366895153.0,aci,179.32,19.7,-35.9974009097,1585.160034,48.4176600237,-84.4150609334
123,2003-11-08 10:24:47,1068315887.0,acn,0.076,25.05,0.0,1051.810059,0.0,0.0
124,2004-12-10 06:26:24,1102688784.0,acn,0.023,26.2,4.59081836327,1188.0,12.9481497001,-8.35733133682
125,2005-02-10 03:10:56,1108033856.0,acn,0.023,25.51,1.83632734531,1197.01001,13.8047691936,-11.9684418483
126,2005-04-04 05:07:40,1112616460.0,acn,0.023,24.44,-2.43512974052,1176.119995,11.8186677277,-14.2537974682
127,2005-09-04 02:06:58,1125824818.0,acn,0.04,25.31,1.0379241517,1221.589966,16.1416888484,-15.1037646967
128,2006-06-03 23:44:14,1149403454.0,acn,0.045,27.89,11.3373253493,1270.089966,20.7527875525,-9.41546220319
129,2006-08-22 00:50:41,1156233041.0,acn,0.034,28.57,14.0518962076,1298.819946,23.4842674194,-9.43237121184
130,2006-08-22 06:44:05,1156254245.0,acn,0.034,28.57,14.0518962076,1298.819946,23.4842674194,-9.43237121184
131,2006-08-27 03:22:58,1156674178.0,acn,0.034,28.36,13.2135728543,1296.060059,23.2218733706,-10.0083005163
132,2006-11-02 16:40:55,1162514455.0,acn,0.027,32.96,31.5768463074,1367.339966,29.9987535107,1.5780927967
133,2006-11-11 01:01:42,1163235702.0,acn,0.027,33.87,35.2095808383,1385.719971,31.7462177836,3.46336305472
134,2006-12-03 00:17:12,1165133832.0,acn,0.027,33.81,34.9700598802,1400.630005,33.1637773394,1.80628254086
135,2007-03-14 19:10:39,1173924639.0,acn,0.018,35.39,41.2774451098,1387.170044,31.8840823141,9.39336279564
136,2007-05-05 07:47:14,1178376434.0,acn,0.015,39.1,56.0878243513,1495.920044,42.2234015733,13.864422778
137,2007-06-05 04:17:34,1181042254.0,acn,0.015,41.24,64.630738523,1530.949951,45.5538419604,19.0768965626
138,2007-07-06 07:06:36,1183730796.0,acn,0.015,42.81,70.8982035928,1530.439941,45.5053531676,25.3928504252
139,2008-04-07 01:42:51,1207557771.0,acn,0.004,36.77,46.7864271457,1372.540039,30.4931462915,16.2932808542
140,2008-10-18 23:21:07,1224397267.0,acn,0.003,31.4,25.3493013972,907.840027,-13.6878356285,39.0371370257
141,2008-12-02 16:28:13,1228264093.0,acn,0.003,29.98,19.6806387226,848.809998,-19.3000684166,38.9807071392
142,2008-12-21 20:10:46,1229919046.0,acn,0.001,32.21,28.5828343313,885.280029,-15.8327093923,44.4155437236
143,2011-09-01 16:51:37,1314921097.0,acn,0.11,53.62,114.051896208,1204.420044,14.5092722487,99.5426239588
144,2011-11-08 00:40:19,1320741619.0,acn,0.1,58.0,131.536926148,1275.920044,21.3070775548,110.229848593
145,2012-02-29 00:47:01,1330505221.0,acn,0.15,58.0,131.536926148,1365.680054,29.8409387051,101.695987443
146,2012-11-04 02:11:28,1352023888.0,acn,0.0,58.0,131.536926148,1427.589966,35.7269740658,95.8099520819
147,2013-04-23 04:45:22,1366717522.0,acn,0.0,58.0,131.536926148,1578.780029,50.1012483662,81.4356777815
148,2013-05-10 03:17:29,1368181049.0,acn,0.0,58.0,131.536926148,1633.699951,55.322716019,76.2142101287
149,2013-05-12 08:27:29,1368372449.0,act,177.28,58.0,0.0,1626.670044,0.0,0.0
150,2004-01-25 05:32:05,1075037525.0,adbe,0.0,38.04,0.0,1143.939941,0.0,0.0
151,2004-08-21 23:10:00,1093155000.0,adbe,0.0,46.09,21.1619348055,1095.170044,-4.26332670554,25.425261511
152,2004-11-12 17:19:37,1100308777.0,adbe,0.0,58.1,52.7339642482,1184.170044,3.51680202414,49.217162224
153,2005-02-07 16:20:07,1107822007.0,adbe,0.0,63.67,67.3764458465,1201.719971,5.05096709443,62.325478752
154,2005-04-05 04:12:22,1112699542.0,adbe,0.0,66.58,75.0262881178,1181.390015,3.27377973771,71.7525083801
155,2005-08-31 10:51:30,1125510690.0,adbe,0.0,27.12,-28.7066246057,1220.329956,6.67779944227,-35.3844240479
156,2008-12-04 14:30:57,1228429857.0,adbe,0.08,22.54,-40.7465825447,845.219971,-26.1132564126,-14.633326132
157,2008-12-05 00:15:55,1228464955.0,adbe,0.08,20.44,-46.2670872766,876.070007,-23.4164333633,-22.8506539133
158,2008-12-17 11:42:55,1229542975.0,adbe,0.08,22.32,-41.3249211356,904.419983,-20.9381585008,-20.3867626349
159,2008-12-20 21:49:14,1229838554.0,adbe,0.079,22.13,-41.8243953733,904.419983,-20.9381585008,-20.8862368725
160,2011-04-24 04:02:44,1303642964.0,adbe,28.03,33.48,-11.9873817035,1337.380005,16.9099842629,-28.8973659664
161,2011-08-05 04:11:46,1312542706.0,adbe,28.17,26.15,-31.2565720294,1199.380005,4.84641387305,-36.1029859025
162,2011-09-25 13:42:54,1316983374.0,adbe,28.17,24.88,-34.5951629863,1129.560059,-1.25704868626,-33.3381143001
163,2011-10-18 13:47:26,1318970846.0,adbe,27.25,26.24,-31.0199789695,1225.380005,7.11926046824,-38.1392394377
164,2012-03-24 12:13:07,1332616387.0,adbe,25.26,26.24,-31.0199789695,1402.890015,22.6366843852,-53.6566633547
165,2012-07-02 04:31:22,1341228682.0,adbe,24.76,26.24,-31.0199789695,1365.51001,19.3690298816,-50.3890088511
166,2004-01-20 06:29:18,1074608958.0,adi,0.0,50.5,0.0,1138.77002,0.0,0.0
167,2004-05-12 18:46:27,1084412787.0,adi,0.0,45.04,-10.8118811881,1097.280029,-3.64340387184,-7.16847731628
168,2004-06-22 09:09:13,1087920553.0,adi,0.0,45.03,-10.8316831683,1134.410034,-0.382867999985,-10.4488151683
169,2004-08-10 02:07:28,1092128848.0,adi,0.0,35.92,-28.8712871287,1079.040039,-5.24513114597,-23.6261559827
170,2004-11-11 09:56:15,1100195775.0,adi,0.0,38.5,-23.7623762376,1173.47998,3.04802193511,-26.8103981727
171,2005-01-24 03:34:28,1106566468.0,adi,0.0,34.47,-31.7425742574,1163.75,2.19359304875,-33.9361673062
172,2005-03-17 01:05:45,1111050345.0,adi,0.0,35.92,-28.8712871287,1190.209961,4.51714921332,-33.388436342
173,2005-04-08 23:33:20,1113028400.0,adi,0.0,35.67,-29.3663366337,1181.199951,3.72594380382,-33.0922804375
174,2005-09-07 23:00:53,1126159253.0,adi,0.0,36.88,-26.9702970297,1236.359985,8.56976942544,-35.5400664551
175,2005-10-31 08:19:48,1130775588.0,adi,0.0,34.61,-31.4653465347,1207.01001,5.99242944594,-37.4577759806
176,2011-08-05 04:12:35,1312542755.0,adi,25.32,31.63,-37.3663366337,1199.380005,5.32240785545,-42.6887444891
177,2012-03-19 11:50:51,1332183051.0,adi,22.65,31.63,-37.3663366337,1409.75,23.795847734,-61.1621843677
178,2013-04-22 02:24:41,1366622681.0,adi,17.57,31.63,-37.3663366337,1562.5,37.2094428689,-74.5757795026
179,2013-05-11 12:07:46,1368299266.0,adi,17.57,31.63,-37.3663366337,1632.689941,43.3731053966,-80.7394420303
180,2003-11-12 17:41:28,1068687688.0,adm,0.733,14.48,0.0,1058.530029,0.0,0.0
181,2004-01-31 04:11:22,1075551082.0,adm,0.703,15.66,8.14917127072,1128.47998,6.60821602445,1.54095524627
182,2004-04-14 16:44:25,1081986265.0,adm,0.789,16.81,16.091160221,1128.170044,6.57893617489,9.5122240461
183,2004-06-19 13:33:48,1087677228.0,adm,0.848,16.28,12.4309392265,1133.560059,7.0881342942,5.34280493232
184,2004-11-30 07:08:52,1101827332.0,adm,0.613,21.23,46.6160220994,1173.819946,10.8915112318,35.7245108677
185,2005-01-26 00:58:06,1106729886.0,adm,0.613,22.65,56.4226519337,1174.069946,10.9151288896,45.5075230441
186,2005-02-08 21:21:16,1107926476.0,adm,0.613,23.71,63.7430939227,1202.300049,13.5820445392,50.1610493834
187,2005-02-14 20:39:46,1108442386.0,adm,0.528,24.5,69.1988950276,1206.140015,13.9448085511,55.2540864765
188,2007-02-20 08:05:08,1171987508.0,adm,0.541,35.88,147.790055249,1459.680054,37.8968960738,109.893159175
189,2007-03-07 08:11:55,1173283915.0,adm,0.541,32.96,127.624309392,1391.969971,31.5002817931,96.1240275991
190,2007-04-09 12:40:37,1176147637.0,adm,0.541,37.02,155.662983425,1444.609985,36.4732171429,119.189766283
191,2007-06-18 03:24:32,1182162272.0,adm,0.597,34.57,138.743093923,1531.050049,44.6392645513,94.1038293714
192,2007-06-19 05:10:54,1182255054.0,adm,0.597,34.75,139.986187845,1533.699951,44.8896024659,95.0965853794
193,2007-10-12 05:57:34,1192193854.0,adm,0.47,34.9,141.022099448,1561.800049,47.5442364611,93.4778629864
194,2008-01-23 23:14:44,1201158884.0,adm,0.62,40.85,182.113259669,1338.599976,26.4583846775,155.654874991
195,2009-01-09 16:47:55,1231548475.0,adm,0.628,27.94,92.955801105,890.349976,-15.8880757647,108.84387687
196,2011-07-29 19:09:22,1311991762.0,adm,85.48,30.64,111.602209945,1292.280029,22.0825100466,89.5196998982
197,2011-08-05 04:13:27,1312542807.0,adm,85.48,28.05,93.7154696133,1199.380005,13.3061861394,80.4092834739
198,2011-09-28 04:29:00,1317209340.0,adm,54.78,25.77,77.9696132597,1151.060059,8.74137034047,69.2282429192
199,2011-12-31 04:39:51,1325335191.0,adm,51.59,28.6,97.5138121547,1249.640015,18.054281009,79.4595311457
200,2012-07-28 11:39:41,1343500781.0,adm,55.68,28.6,97.5138121547,1337.890015,26.3913142137,71.122497941
201,2013-06-07 17:17:34,1370650654.0,adm,46.71,28.6,97.5138121547,1643.380005,55.251146399,42.2626657557
202,2004-05-12 18:03:39,1084410219.0,adp,0.015,45.7,0.0,1097.280029,0.0,0.0
203,2006-05-29 06:22:46,1148908966.0,adp,0.012,45.98,0.612691466083,1280.160034,16.6666666819,-16.0539752158
204,2006-06-27 09:26:37,1151425597.0,adp,0.012,44.48,-2.66958424508,1239.199951,12.9337924914,-15.6033767364
205,2007-02-20 18:32:39,1172025159.0,adp,0.012,50.7,10.9409190372,1459.680054,33.0271230153,-22.0862039781
206,2007-04-28 09:46:50,1177778810.0,adp,0.012,45.17,-1.15973741794,1495.420044,36.2842669581,-37.444004376
207,2007-05-28 15:46:58,1180392418.0,adp,0.007,49.23,7.72428884026,1515.72998,38.135201584,-30.4109127437
208,2007-06-30 05:05:33,1183205133.0,adp,0.007,48.47,6.06126914661,1506.339966,37.2794479248,-31.2181787782
209,2007-10-22 09:12:40,1193069560.0,adp,0.008,47.52,3.98249452954,1506.329956,37.278535669,-33.2960411395
210,2008-01-23 19:35:35,1201145735.0,adp,0.078,38.56,-15.6236323851,1338.599976,21.9925580182,-37.6161904033
211,2008-12-07 07:53:01,1228665181.0,adp,0.288,37.59,-17.7461706783,845.219971,-22.9713520103,5.22518133193
212,2011-08-05 04:11:51,1312542711.0,adp,0.57,47.88,4.77024070022,1199.380005,9.30482404688,-4.53458334666
213,2011-09-30 03:20:09,1317378009.0,adp,0.62,48.12,5.295404814,1131.420044,3.11133111856,2.18407369545
214,2012-01-04 00:07:51,1325664471.0,adp,0.61,54.46,19.1684901532,1277.300049,16.406023553,2.76246660018
215,2012-04-20 21:07:33,1334981253.0,adp,0.58,54.46,19.1684901532,1378.530029,25.6315610024,-6.4630708492
216,2012-07-26 00:02:28,1343286148.0,adp,0.27,54.46,19.1684901532,1360.02002,23.9446617141,-4.77617156089
217,2012-11-04 17:34:40,1352079280.0,adp,0.26,54.46,19.1684901532,1427.589966,30.1026108441,-10.9341206909
218,2013-02-06 18:15:11,1360203311.0,adp,7.29,54.46,19.1684901532,1512.119995,37.8062076258,-18.6377174726
219,2013-04-23 04:13:36,1366715616.0,adp,0.46,54.46,19.1684901532,1578.780029,43.8812324361,-24.7127422829
220,2013-04-26 14:37:22,1367012242.0,adp,0.46,54.46,19.1684901532,1582.23999,44.1965540412,-25.028063888
221,2003-10-03 16:48:40,1065224920.0,adsk,0.0,18.44,0.0,1029.849976,0.0,0.0
222,2004-06-20 07:36:21,1087742181.0,adsk,0.0,39.4,113.665943601,1132.050049,9.92378262676,103.742160974
223,2004-08-03 23:39:21,1091601561.0,adsk,0.0,39.96,116.702819957,1099.689941,6.78156689106,109.921253066
224,2005-02-25 15:10:44,1109373044.0,adsk,0.0,29.83,61.7678958785,1211.369995,17.6258701005,44.142025778
225,2005-04-19 09:08:08,1113926888.0,adsk,0.0,31.69,71.8546637744,1152.780029,11.9366952338,59.9179685407
226,2013-02-06 12:50:17,1360183817.0,adsk,5.45,31.69,71.8546637744,1512.119995,46.8291528124,25.025510962
227,2013-05-14 02:47:26,1368524846.0,adsk,36.49,31.69,71.8546637744,1650.339966,60.2505223538,11.6041414207
228,2013-04-23 04:44:32,1366717472.0,adt,48.01,31.69,0.0,1578.780029,0.0,0.0
229,2013-05-09 13:05:42,1368129942.0,adt,69.94,31.69,0.0,1626.670044,3.03335576333,-3.03335576333
230,2004-09-24 17:33:50,1096072430.0,aee,0.804,46.07,0.0,1110.109985,0.0,0.0
231,2004-11-02 15:30:15,1099438215.0,aee,0.804,48.01,4.2109832863,1130.560059,1.84216647686,2.36881680944
